Modality,Metric,CI Lower,CI Upper,Mean Effect Size,Group,Brain Feature,Brain Region,Variable Name
cortical_thickness,reconstruction_deviation_105,0.03344593340510041,0.16381454396970935,0.09799992575819444,high_test,mrisdp_106,R G_subcallosal,Cortical thickness in mm for right hemisphere cortical Destrieux ROI subcallosal gyrus
cortical_thickness,reconstruction_deviation_112,0.06788084580953851,0.1676493286000926,0.11507930236147552,exter_test,mrisdp_113,R Lat_Fis-ant-Horizont,Cortical thickness in mm for right hemisphere cortical Destrieux ROI horizontal ramus of the anterior segment of the lateral sulcus
cortical_thickness,reconstruction_deviation_114,0.02172164119066774,0.1500791529338489,0.08655827472555991,inter_test,mrisdp_115,R Lat_Fis-post,Cortical thickness in mm for right hemisphere cortical Destrieux ROI posterior ramus of the lateral sulcus
cortical_thickness,reconstruction_deviation_115,0.024759642154497198,0.1801477411930658,0.10498437209992947,high_test,mrisdp_116,R Pole_occipital,Cortical thickness in mm for right hemisphere cortical Destrieux ROI occipital pole
cortical_thickness,reconstruction_deviation_116,0.013252162292586956,0.1521585804966777,0.08749864508704852,high_test,mrisdp_117,R Pole_temporal,Cortical thickness in mm for right hemisphere cortical Destrieux ROI temporal pole
cortical_thickness,reconstruction_deviation_120,0.03952456336127475,0.1361170944385332,0.0842655386292269,inter_test,mrisdp_121,R S_circular_insula_ant,Cortical thickness in mm for right hemisphere cortical Destrieux ROI anterior segment of the circular sulcus of the insula
cortical_thickness,reconstruction_deviation_121,0.005159805486469431,0.18838858161030475,0.08913463751438436,high_test,mrisdp_122,R S_circular_insula_inf,Cortical thickness in mm for right hemisphere cortical Destrieux ROI inferior segment of the circular sulcus of the insula
cortical_thickness,reconstruction_deviation_127,0.012810618922673251,0.16524154962185522,0.07929248340793332,exter_test,mrisdp_128,R S_front_sup,Cortical thickness in mm for right hemisphere cortical Destrieux ROI superior frontal sulcus
cortical_thickness,reconstruction_deviation_130,0.034480629726809695,0.1736379070844266,0.10187399290013892,exter_test,mrisdp_131,R S_oc_middle_and_Lunatus,Cortical thickness in mm for right hemisphere cortical Destrieux ROI middle occipital sulcus and lunatus sulcus
cortical_thickness,reconstruction_deviation_135,0.016667285348379673,0.16656149077545565,0.09058992538698542,high_test,mrisdp_136,R S_orbital_lateral,Cortical thickness in mm for right hemisphere cortical Destrieux ROI lateral orbital sulcus
cortical_thickness,reconstruction_deviation_136,0.04374131810464578,0.19259144929773114,0.12033782991202346,exter_test,mrisdp_137,R S_orbital_med-olfact,Cortical thickness in mm for right hemisphere cortical Destrieux ROI medial orbital sulcus
cortical_thickness,reconstruction_deviation_137,0.013252162292586956,0.18920524147147258,0.11149923902149302,high_test,mrisdp_138,R S_orbital-H_Shaped,Cortical thickness in mm for right hemisphere cortical Destrieux ROI orbital sulci
cortical_thickness,reconstruction_deviation_140,0.10251582034264548,0.24908164840253125,0.18393579256058035,exter_test,mrisdp_141,R S_postcentral,Cortical thickness in mm for right hemisphere cortical Destrieux ROI postcentral sulcus
cortical_thickness,reconstruction_deviation_141,0.03557989255962422,0.17182674590610644,0.10301258661407106,inter_test,mrisdp_142,R S_precentral-inf-part,Cortical thickness in mm for right hemisphere cortical Destrieux ROI inferior part of the precentral sulcus
cortical_thickness,reconstruction_deviation_141,0.06028708133971292,0.2162370736224726,0.14169470597314401,exter_test,mrisdp_142,R S_precentral-inf-part,Cortical thickness in mm for right hemisphere cortical Destrieux ROI inferior part of the precentral sulcus
cortical_thickness,reconstruction_deviation_143,0.09090909090909091,0.20858235272281822,0.1457105312001188,high_test,mrisdp_144,R S_suborbital,Cortical thickness in mm for right hemisphere cortical Destrieux ROI suborbital sulcus
